reference	RNA_GMP_Ven_A	RNA_GMP_Ven_B	RNA_GMP_vehicle_A	RNA_GMP_vehicle_B	RNA_HSC_Ven_A	RNA_HSC_Ven_B	RNA_HSC_vehicle_A	RNA_HSC_vehicle_B
Arid4a	2204.0	1543.0	1745.0	1491.0	993.0	2012.0	1958.0	725.0
Arid4b	1019.0	889.0	970.0	849.0	730.0	2005.0	1216.0	437.0
Arid5a	1192.0	948.0	1023.0	1113.0	266.0	250.0	916.0	325.0
Arid5b	272.0	237.0	172.0	274.0	429.0	675.0	497.0	160.0
Arih1	2994.0	2342.0	2503.0	2122.0	686.0	1091.0	2570.0	397.0
Arih2	1518.0	1363.0	1248.0	1210.0	367.0	642.0	1241.0	282.0
Arl1	3608.0	3917.0	3546.0	3422.0	1195.0	1552.0	2343.0	841.0
Arl10	151.0	109.0	137.0	94.0	35.0	85.0	115.0	30.0
Arl11	873.0	690.0	742.0	638.0	389.0	215.0	888.0	326.0
Arl13a	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Arl13b	178.0	145.0	190.0	165.0	115.0	220.0	225.0	80.0
Arl14	4.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0
Arl14ep	1128.0	1196.0	1135.0	923.0	322.0	518.0	851.0	214.0
Arl14epl	4.0	6.0	4.0	3.0	6.0	19.0	11.0	2.0
Arl15	638.0	610.0	588.0	548.0	68.0	144.0	262.0	49.0
Arl16	154.0	157.0	149.0	112.0	146.0	75.0	173.0	59.0
Arl2	496.0	472.0	414.0	398.0	833.0	365.0	335.0	180.0
Arl2bp	1907.0	1532.0	1157.0	1390.0	602.0	1081.0	1090.0	476.0
Arl3	83.0	68.0	64.0	68.0	98.0	76.0	45.0	25.0
Arl4a	289.0	347.0	297.0	325.0	174.0	139.0	177.0	75.0
Arl4c	84.0	59.0	36.0	54.0	139.0	250.0	108.0	72.0
Arl4d	8.0	7.0	5.0	7.0	15.0	21.0	6.0	1.0
Arl5a	2278.0	1918.0	1682.0	1683.0	660.0	796.0	1750.0	279.0
Arl5b	168.0	132.0	206.0	119.0	32.0	75.0	167.0	10.0
Arl5c	38.0	22.0	16.0	19.0	37.0	113.0	63.0	29.0
Arl6	56.0	82.0	79.0	101.0	25.0	49.0	66.0	27.0
Arl6ip1	15571.0	14142.0	13695.0	11924.0	9155.0	11359.0	13927.0	5047.0
Arl6ip4	1664.0	1888.0	1486.0	1646.0	3042.0	2180.0	1291.0	632.0
Arl6ip5	1756.0	1687.0	1531.0	1439.0	1329.0	1541.0	1844.0	849.0
Arl6ip6	1598.0	1530.0	1422.0	1233.0	891.0	1611.0	1428.0	507.0
Arl8a	1114.0	835.0	844.0	810.0	407.0	320.0	988.0	320.0
Arl8b	3608.0	3033.0	3014.0	2843.0	1135.0	1529.0	2773.0	616.0
Arl9	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
Armc1	1961.0	1749.0	1682.0	1393.0	638.0	760.0	1394.0	397.0
Armc10	577.0	460.0	445.0	446.0	382.0	698.0	472.0	175.0
Armc12	8.0	8.0	1.0	2.0	1.0	3.0	0.0	0.0
Armc2	4.0	0.0	0.0	0.0	1.0	0.0	3.0	1.0
Armc3	76.0	83.0	71.0	71.0	287.0	149.0	118.0	40.0
Armc4	1.0	4.0	0.0	5.0	0.0	1.0	1.0	0.0
Armc5	450.0	284.0	281.0	290.0	145.0	324.0	318.0	83.0
Armc6	235.0	164.0	283.0	213.0	150.0	78.0	172.0	35.0
Armc7	806.0	480.0	638.0	427.0	125.0	143.0	421.0	155.0
Armc8	2611.0	2259.0	1869.0	2031.0	640.0	1166.0	2119.0	592.0
Armc9	74.0	67.0	85.0	86.0	5.0	19.0	43.0	26.0
Armcx1	218.0	210.0	124.0	204.0	19.0	54.0	79.0	25.0
Armcx2	81.0	96.0	63.0	97.0	4.0	26.0	16.0	6.0
Armcx3	1400.0	1378.0	1309.0	1153.0	267.0	379.0	820.0	236.0
Armcx4	53.0	59.0	37.0	73.0	50.0	139.0	28.0	13.0
Armcx5	312.0	298.0	143.0	281.0	53.0	102.0	125.0	29.0
Armcx6	16.0	31.0	8.0	7.0	1.0	26.0	5.0	3.0
Armh1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Armh2	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
Armh3	509.0	386.0	328.0	348.0	103.0	166.0	384.0	97.0
Armh4	0.0	2.0	0.0	1.0	0.0	1.0	3.0	0.0
Armt1	2094.0	1682.0	1404.0	1437.0	364.0	487.0	1404.0	378.0
Arnt	733.0	445.0	487.0	549.0	28.0	18.0	522.0	77.0
Arnt2	1.0	2.0	2.0	0.0	1.0	2.0	9.0	0.0
Arntl	627.0	647.0	450.0	531.0	178.0	170.0	480.0	113.0
Arntl2	3.0	6.0	3.0	2.0	0.0	0.0	1.0	0.0
Arpc1a	1213.0	980.0	922.0	998.0	1123.0	1314.0	1043.0	414.0
Arpc1b	33241.0	27227.0	25903.0	25376.0	15967.0	6709.0	22210.0	9544.0
Arpc2	27316.0	23746.0	22209.0	22026.0	12430.0	8267.0	21804.0	7692.0
Arpc3	6554.0	7035.0	6034.0	5607.0	7787.0	5621.0	5512.0	2704.0
Arpc4	13325.0	10298.0	9715.0	9970.0	9212.0	5354.0	7953.0	4015.0
Arpc5	30729.0	28283.0	24891.0	23813.0	11041.0	14501.0	23413.0	7999.0
Arpc5l	1389.0	1244.0	1198.0	1003.0	1810.0	1569.0	1477.0	610.0
Arpin	0.0	1.0	1.0	1.0	0.0	2.0	4.0	0.0
Arpp19	2020.0	1895.0	1993.0	1650.0	5131.0	2831.0	1970.0	675.0
Arpp21	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
Arr3	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
Arrb1	894.0	552.0	572.0	546.0	43.0	31.0	512.0	66.0
Arrb2	4667.0	3697.0	3658.0	3805.0	1283.0	1127.0	3134.0	882.0
Arrdc1	1994.0	1645.0	1419.0	1762.0	786.0	980.0	1643.0	517.0
Arrdc2	205.0	243.0	159.0	205.0	54.0	137.0	230.0	72.0
Arrdc3	885.0	713.0	545.0	510.0	125.0	309.0	573.0	58.0
Arrdc4	495.0	477.0	413.0	624.0	216.0	138.0	387.0	115.0
Arrdc5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Arsa	576.0	489.0	505.0	527.0	150.0	176.0	370.0	129.0
Arsb	3230.0	2116.0	1665.0	1687.0	991.0	1109.0	2102.0	398.0
Arsg	447.0	346.0	312.0	303.0	86.0	149.0	700.0	213.0
Arsi	1.0	0.0	0.0	1.0	1.0	2.0	3.0	0.0
Arsj	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Arsk	488.0	455.0	499.0	420.0	99.0	168.0	546.0	89.0
Art1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Art2b	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0
Art3	14.0	21.0	7.0	6.0	3.0	0.0	1.0	1.0
Art4	1.0	3.0	0.0	0.0	8.0	0.0	3.0	0.0
Art5	8.0	11.0	13.0	8.0	10.0	5.0	3.0	8.0
Artn	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Arv1	154.0	149.0	153.0	158.0	69.0	92.0	111.0	43.0
Arvcf	36.0	13.0	19.0	23.0	22.0	9.0	21.0	4.0
Arx	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Arxes1	0.0	0.0	7.0	0.0	0.0	0.0	0.0	6.0
Arxes2	0.0	2.0	0.0	2.0	1.0	0.0	2.0	2.0
As3mt	1310.0	1432.0	1183.0	1122.0	458.0	680.0	1117.0	445.0
Asah1	6246.0	6532.0	5382.0	5632.0	735.0	1142.0	6309.0	1450.0
Asah2	34.0	22.0	36.0	31.0	27.0	70.0	11.0	23.0
Asap1	2559.0	1442.0	1482.0	1770.0	305.0	511.0	1650.0	245.0
Asap2	106.0	72.0	101.0	114.0	7.0	25.0	41.0	8.0
Asap3	1.0	0.0	0.0	0.0	0.0	2.0	1.0	1.0
Asb1	294.0	290.0	237.0	190.0	52.0	45.0	173.0	33.0
Asb10	9.0	1.0	1.0	0.0	4.0	3.0	0.0	0.0
Asb11	2.0	2.0	0.0	4.0	0.0	0.0	1.0	0.0
Asb12	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Asb13	44.0	54.0	47.0	45.0	72.0	61.0	179.0	53.0
Asb14	2.0	2.0	0.0	2.0	1.0	6.0	1.0	0.0
Asb15	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Asb16	8.0	5.0	1.0	1.0	9.0	5.0	4.0	0.0
Asb17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Asb18	51.0	51.0	45.0	44.0	34.0	60.0	30.0	6.0
Asb2	6.0	0.0	10.0	3.0	0.0	1.0	13.0	5.0
Asb3	833.0	708.0	735.0	586.0	192.0	303.0	769.0	223.0
Asb4	1.0	0.0	1.0	1.0	0.0	0.0	2.0	0.0
Asb5	25.0	17.0	23.0	33.0	6.0	5.0	13.0	1.0
Asb6	498.0	376.0	416.0	333.0	188.0	203.0	431.0	121.0
Asb7	306.0	217.0	181.0	236.0	155.0	225.0	219.0	62.0
Asb8	1597.0	1518.0	1363.0	1271.0	558.0	640.0	1044.0	324.0
Asb9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ascc1	547.0	445.0	408.0	427.0	548.0	343.0	480.0	257.0
Ascc2	1167.0	826.0	820.0	738.0	226.0	224.0	795.0	219.0
Ascc3	1250.0	1010.0	956.0	865.0	299.0	346.0	895.0	111.0
Ascl1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ascl2	102.0	68.0	100.0	50.0	76.0	73.0	75.0	56.0
Ascl3	1.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0
Ascl4	4.0	1.0	1.0	0.0	12.0	9.0	1.0	0.0
Ascl5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Asdurf	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Asf1a	1515.0	1598.0	1481.0	1379.0	1202.0	1002.0	1162.0	441.0
Asf1b	4375.0	3367.0	3830.0	3167.0	1116.0	798.0	2876.0	845.0
Asgr1	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0
Asgr2	13.0	39.0	27.0	18.0	0.0	0.0	1.0	0.0
Ash1l	1192.0	1029.0	889.0	806.0	458.0	631.0	971.0	215.0
Ash2l	4198.0	4313.0	3456.0	3110.0	1724.0	2087.0	3635.0	1232.0
Asic1	45.0	19.0	6.0	8.0	0.0	4.0	13.0	5.0
Asic2	2.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
Asic3	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
Asic4	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0
Asic5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Asl	956.0	921.0	798.0	874.0	593.0	278.0	755.0	395.0
Asmt	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Asna1	1340.0	1333.0	1278.0	1056.0	638.0	175.0	1076.0	332.0
Asns	2944.0	3323.0	3164.0	2947.0	288.0	210.0	551.0	179.0
Asnsd1	892.0	1009.0	827.0	797.0	1199.0	838.0	790.0	272.0
Aspa	2412.0	3518.0	2399.0	2417.0	156.0	90.0	989.0	242.0
Aspdh	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Aspg	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Asph	711.0	572.0	557.0	465.0	39.0	38.0	278.0	48.0
Asphd1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
Asphd2	1.0	0.0	0.0	0.0	0.0	3.0	1.0	1.0
Aspm	1252.0	1036.0	903.0	880.0	487.0	992.0	808.0	207.0
Aspn	0.0	7.0	6.0	0.0	3.0	2.0	0.0	0.0
Asprv1	5.0	3.0	4.0	3.0	20.0	20.0	8.0	0.0
Aspscr1	1763.0	1383.0	1338.0	1380.0	724.0	532.0	1366.0	546.0
Asrgl1	1113.0	1074.0	916.0	998.0	808.0	647.0	673.0	335.0
Ass1	259.0	142.0	116.0	91.0	259.0	204.0	385.0	161.0
Aste1	343.0	281.0	330.0	276.0	67.0	47.0	223.0	43.0
Astl	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
Astn1	0.0	0.0	0.0	0.0	0.0	1.0	3.0	0.0
Astn2	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0
Asxl1	2287.0	1722.0	1676.0	1698.0	482.0	1000.0	1655.0	371.0
Asxl2	470.0	309.0	467.0	310.0	55.0	111.0	522.0	74.0
Asxl3	1.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0
Asz1	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Atad1	3317.0	2967.0	2922.0	2396.0	935.0	1843.0	2826.0	624.0
Atad2	8062.0	6193.0	6900.0	5394.0	1897.0	3483.0	6663.0	892.0
Atad2b	1418.0	1034.0	1007.0	1031.0	683.0	1513.0	1270.0	266.0
Atad3a	1839.0	1380.0	1577.0	1384.0	482.0	563.0	1079.0	332.0
Atad5	1991.0	1544.0	1497.0	1264.0	640.0	1382.0	1350.0	226.0
Atat1	69.0	73.0	75.0	54.0	8.0	24.0	76.0	12.0
Atcay	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0
Ate1	1906.0	1892.0	1640.0	1541.0	466.0	813.0	1343.0	277.0
Atf1	2481.0	1996.0	1906.0	1936.0	1218.0	1789.0	1575.0	527.0
Atf2	1743.0	1400.0	1281.0	1401.0	407.0	632.0	1823.0	298.0
Atf3	21.0	12.0	12.0	2.0	32.0	22.0	38.0	9.0
Atf4	2933.0	3122.0	3019.0	2683.0	3433.0	4982.0	1782.0	835.0
Atf5	125.0	78.0	106.0	99.0	146.0	172.0	53.0	26.0
Atf6	1417.0	1167.0	1099.0	1055.0	522.0	765.0	2004.0	380.0
Atf6b	1894.0	1233.0	1519.0	1338.0	472.0	671.0	1528.0	471.0
Atf7	714.0	506.0	550.0	505.0	194.0	217.0	797.0	93.0
Atf7ip	2746.0	1584.0	1598.0	1705.0	735.0	1251.0	1912.0	375.0
Atf7ip2	173.0	124.0	94.0	87.0	20.0	43.0	5.0	10.0
Atg10	494.0	426.0	395.0	354.0	306.0	219.0	422.0	159.0
Atg101	1303.0	1407.0	1324.0	1189.0	2406.0	2328.0	1434.0	632.0
Atg12	3416.0	3503.0	3017.0	2634.0	1001.0	1249.0	2395.0	594.0
Atg13	1005.0	774.0	759.0	819.0	185.0	141.0	1030.0	241.0
Atg14	546.0	459.0	421.0	441.0	122.0	168.0	625.0	115.0
Atg16l1	870.0	772.0	865.0	673.0	329.0	504.0	606.0	171.0
Atg16l2	171.0	188.0	171.0	131.0	137.0	212.0	256.0	87.0
Atg2a	874.0	498.0	563.0	517.0	147.0	237.0	755.0	101.0
Atg2b	1026.0	509.0	591.0	644.0	293.0	660.0	707.0	128.0
Atg3	3437.0	3059.0	3270.0	2916.0	1561.0	1594.0	2904.0	1111.0
Atg4a	738.0	699.0	681.0	607.0	255.0	330.0	515.0	153.0
Atg4a-ps	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0
Atg4b	1247.0	1130.0	1175.0	1023.0	609.0	446.0	989.0	336.0
Atg4c	593.0	528.0	486.0	467.0	182.0	214.0	548.0	110.0
Atg4d	817.0	583.0	651.0	599.0	240.0	187.0	590.0	191.0
Atg5	1925.0	2081.0	1971.0	1661.0	1057.0	1095.0	1909.0	598.0
Atg7	1702.0	1266.0	1099.0	1210.0	326.0	285.0	1314.0	381.0
Atg9a	1897.0	1059.0	1255.0	1124.0	324.0	495.0	1413.0	210.0
Atg9b	35.0	32.0	49.0	46.0	7.0	11.0	18.0	6.0
Atic	1675.0	1532.0	1530.0	1340.0	720.0	785.0	1400.0	488.0
Atl1	465.0	328.0	425.0	419.0	40.0	51.0	36.0	7.0
Atl2	3782.0	3910.0	3545.0	2927.0	507.0	1062.0	2098.0	558.0
Atl3	595.0	510.0	573.0	454.0	177.0	202.0	457.0	82.0
Atm	548.0	430.0	435.0	408.0	149.0	243.0	478.0	58.0
Atmin	1032.0	793.0	707.0	731.0	278.0	252.0	708.0	150.0
Atn1	28.0	20.0	35.0	17.0	41.0	63.0	25.0	12.0
Atoh1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Atoh7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Atoh8	0.0	3.0	0.0	1.0	0.0	0.0	2.0	0.0
Atox1	1243.0	1236.0	1347.0	1237.0	5119.0	1371.0	1135.0	663.0
Atp10a	479.0	363.0	373.0	302.0	94.0	115.0	521.0	69.0
Atp10b	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
Atp11a	861.0	524.0	521.0	597.0	122.0	288.0	507.0	73.0
Atp11b	21257.0	16274.0	15839.0	14696.0	1573.0	2788.0	13939.0	1941.0
Atp11c	1199.0	948.0	855.0	816.0	216.0	340.0	724.0	160.0
Atp12a	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
Atp13a1	2622.0	1756.0	1878.0	1619.0	435.0	611.0	1800.0	328.0
Atp13a2	1194.0	855.0	1118.0	1086.0	347.0	431.0	1897.0	428.0
Atp13a3	3673.0	3006.0	2748.0	2782.0	737.0	1719.0	2938.0	531.0
Atp13a4	0.0	1.0	3.0	5.0	9.0	1.0	7.0	0.0
Atp13a5	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Atp1a1	8071.0	5192.0	5668.0	5685.0	1792.0	1724.0	4957.0	1245.0
Atp1a2	19.0	12.0	2.0	11.0	29.0	70.0	71.0	35.0
Atp1a3	3224.0	1877.0	2194.0	2256.0	426.0	524.0	2638.0	516.0
Atp1a4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Atp1b1	284.0	357.0	187.0	188.0	40.0	124.0	284.0	55.0
Atp1b2	11.0	15.0	3.0	12.0	0.0	11.0	32.0	1.0
Atp1b3	18240.0	19357.0	18492.0	20635.0	3462.0	3264.0	7073.0	2259.0
Atp1b4	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0
Atp23	281.0	270.0	387.0	207.0	173.0	167.0	273.0	166.0
Atp2a1	39.0	27.0	26.0	43.0	5.0	23.0	62.0	13.0
Atp2a2	6558.0	4428.0	4763.0	4975.0	915.0	1210.0	3555.0	625.0
Atp2a3	16478.0	9277.0	9591.0	10279.0	1895.0	3611.0	9483.0	1849.0
Atp2b1	1891.0	1744.0	1566.0	1605.0	1350.0	2441.0	1605.0	438.0
Atp2b2	8.0	5.0	3.0	0.0	5.0	1.0	0.0	0.0
Atp2b3	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
Atp2b4	240.0	203.0	192.0	170.0	220.0	422.0	169.0	64.0
Atp2c1	3924.0	2784.0	2951.0	2820.0	479.0	706.0	2520.0	566.0
Atp2c2	8.0	0.0	2.0	4.0	7.0	4.0	5.0	2.0
Atp4a	8.0	9.0	14.0	28.0	0.0	2.0	5.0	2.0
Atp4b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Atp5a1	18059.0	16110.0	15782.0	15422.0	9233.0	8395.0	14890.0	6028.0
Atp5b	27835.0	25528.0	23321.0	22844.0	8064.0	4524.0	20415.0	6992.0
Atp5c1	7578.0	8049.0	7198.0	6213.0	7422.0	5025.0	7062.0	3226.0
Atp5d	1699.0	1512.0	1318.0	1393.0	3341.0	1685.0	1276.0	771.0
Atp5e	1062.0	1234.0	1020.0	914.0	11305.0	3984.0	944.0	628.0
Atp5f1	7829.0	8921.0	7757.0	6635.0	7761.0	8739.0	6936.0	3039.0
Atp5g1	2798.0	3211.0	3080.0	2677.0	7840.0	2778.0	2087.0	1075.0
Atp5g2	1501.0	1733.0	1489.0	1538.0	5614.0	4872.0	1264.0	726.0
Atp5g3	3266.0	3423.0	2947.0	3174.0	9843.0	12765.0	2589.0	1629.0
Atp5h	2949.0	3146.0	2753.0	2387.0	12979.0	9372.0	2638.0	1746.0
Atp5j	3351.0	3686.0	3152.0	2904.0	7424.0	4803.0	2968.0	1574.0
Atp5j2	1214.0	1418.0	1314.0	1077.0	8009.0	3429.0	1204.0	721.0
Atp5k	375.0	455.0	456.0	342.0	4403.0	2115.0	286.0	211.0
Atp5l	2149.0	2820.0	2543.0	2266.0	15099.0	12691.0	1962.0	1249.0
Atp5md	297.0	379.0	380.0	271.0	2192.0	1274.0	287.0	163.0
Atp5mpl	754.0	868.0	788.0	657.0	7833.0	4344.0	811.0	446.0
Atp5o	2751.0	2938.0	2750.0	2482.0	5872.0	2876.0	2585.0	1308.0
Atp6ap1	8116.0	6501.0	5951.0	6000.0	2029.0	3359.0	6014.0	1758.0
Atp6ap1l	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Atp6ap2	11558.0	11605.0	8571.0	9458.0	2615.0	5253.0	8159.0	2455.0
Atp6v0a1	555.0	367.0	344.0	448.0	125.0	310.0	597.0	161.0
Atp6v0a2	1769.0	1284.0	1471.0	1324.0	239.0	328.0	960.0	176.0
Atp6v0a4	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
Atp6v0b	4909.0	4630.0	4710.0	4161.0	7880.0	8940.0	4008.0	2044.0
Atp6v0c	8280.0	7245.0	6525.0	6988.0	4148.0	4662.0	5330.0	2340.0
Atp6v0d1	5327.0	3603.0	3758.0	3830.0	1868.0	1005.0	3369.0	1215.0
Atp6v0d2	51.0	30.0	54.0	47.0	11.0	16.0	88.0	1.0
Atp6v0e	1224.0	1389.0	1165.0	1004.0	1086.0	769.0	1061.0	425.0
Atp6v0e2	4.0	0.0	0.0	1.0	0.0	4.0	3.0	4.0
Atp6v1a	7239.0	6607.0	6058.0	5832.0	2681.0	3417.0	5939.0	1354.0
Atp6v1b1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Atp6v1b2	8660.0	7987.0	7496.0	7558.0	4042.0	6587.0	8290.0	2788.0
Atp6v1c1	6644.0	6053.0	5646.0	5070.0	1723.0	2017.0	4725.0	1396.0
Atp6v1c2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
Atp6v1d	2664.0	2540.0	2566.0	2013.0	1583.0	1774.0	2118.0	851.0
Atp6v1e1	7433.0	7941.0	7288.0	6218.0	4064.0	3014.0	6523.0	2573.0
Atp6v1e2	0.0	0.0	4.0	3.0	1.0	1.0	2.0	0.0
Atp6v1f	1648.0	1902.0	1727.0	1507.0	4518.0	3263.0	1590.0	848.0
Atp6v1fnb	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Atp6v1g1	2007.0	2031.0	1972.0	1699.0	4858.0	6498.0	2901.0	1484.0
Atp6v1g2	47.0	25.0	29.0	41.0	8.0	30.0	27.0	4.0
Atp6v1g3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Atp6v1h	4413.0	4150.0	4253.0	3786.0	1635.0	1668.0	3072.0	981.0
Atp7a	575.0	478.0	470.0	453.0	54.0	170.0	501.0	57.0
Atp7b	0.0	0.0	9.0	3.0	8.0	10.0	1.0	0.0
Atp8a1	2079.0	1260.0	1440.0	1340.0	296.0	573.0	1212.0	210.0
Atp8a2	71.0	50.0	44.0	57.0	20.0	19.0	106.0	20.0
Atp8b1	0.0	1.0	1.0	2.0	0.0	1.0	0.0	0.0
Atp8b2	74.0	60.0	87.0	97.0	9.0	25.0	251.0	53.0
Atp8b3	2.0	1.0	0.0	5.0	0.0	0.0	0.0	0.0
Atp8b4	20801.0	18172.0	14675.0	13579.0	2881.0	5422.0	16549.0	2551.0
Atp8b5	3.0	2.0	2.0	1.0	0.0	0.0	0.0	0.0
Atp9a	0.0	0.0	2.0	1.0	0.0	2.0	17.0	2.0
Atp9b	1190.0	797.0	825.0	762.0	234.0	307.0	873.0	136.0
Atpaf1	949.0	927.0	940.0	765.0	261.0	207.0	762.0	235.0
Atpaf2	985.0	767.0	735.0	695.0	419.0	600.0	613.0	206.0
Atpif1	2362.0	3338.0	2778.0	2572.0	17800.0	11193.0	2146.0	1442.0
Atpsckmt	193.0	166.0	190.0	156.0	346.0	428.0	141.0	106.0
Atr	1327.0	1232.0	1045.0	890.0	337.0	438.0	931.0	182.0
Atraid	965.0	1079.0	1020.0	975.0	636.0	781.0	872.0	443.0
Atrip	601.0	546.0	543.0	562.0	160.0	155.0	517.0	150.0
Atrn	4864.0	3686.0	3838.0	3399.0	739.0	1077.0	2818.0	369.0
Atrnl1	611.0	428.0	439.0	483.0	111.0	196.0	412.0	73.0
Atrx	3615.0	3567.0	3198.0	3091.0	2388.0	4432.0	3625.0	1106.0
Atxn1	177.0	146.0	113.0	135.0	89.0	206.0	146.0	49.0
Atxn10	5615.0	5023.0	4298.0	4546.0	1616.0	1238.0	3815.0	1214.0
Atxn1l	339.0	284.0	284.0	247.0	150.0	425.0	210.0	71.0
Atxn2	800.0	468.0	547.0	583.0	350.0	718.0	569.0	118.0
Atxn2l	2551.0	1715.0	1701.0	1746.0	489.0	1108.0	1536.0	402.0
Atxn3	1674.0	1559.0	1331.0	1199.0	621.0	928.0	1184.0	245.0
Atxn7	743.0	493.0	478.0	542.0	325.0	682.0	555.0	164.0
Atxn7l1	877.0	659.0	580.0	712.0	61.0	40.0	707.0	109.0
Atxn7l2	124.0	92.0	104.0	97.0	38.0	75.0	124.0	37.0
Atxn7l3	693.0	447.0	543.0	544.0	309.0	247.0	552.0	201.0
Atxn7l3b	3269.0	2725.0	2616.0	2540.0	2189.0	2837.0	2509.0	862.0
Auh	423.0	355.0	336.0	325.0	296.0	306.0	467.0	201.0
Aunip	565.0	495.0	603.0	429.0	320.0	266.0	382.0	133.0
Aup1	3092.0	2626.0	2582.0	2402.0	1062.0	753.0	2156.0	853.0
Aurka	3855.0	3391.0	3212.0	2710.0	945.0	1144.0	2042.0	820.0
Aurkaip1	1484.0	1665.0	1467.0	1296.0	3495.0	2203.0	1344.0	624.0
Aurkb	3471.0	2286.0	2331.0	2372.0	658.0	795.0	2018.0	774.0
Aurkc	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
Auts2	57.0	3.0	10.0	11.0	9.0	17.0	53.0	13.0
Aven	390.0	325.0	337.0	336.0	257.0	584.0	276.0	186.0
Avil	0.0	0.0	0.0	1.0	1.0	0.0	3.0	0.0
Avl9	1102.0	951.0	988.0	805.0	180.0	478.0	1068.0	147.0
Avp	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Avpi1	84.0	86.0	69.0	103.0	160.0	112.0	32.0	18.0
Avpr1a	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0
Avpr1b	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0
Avpr2	10.0	3.0	8.0	15.0	0.0	1.0	2.0	0.0
Awat1	9.0	11.0	12.0	0.0	2.0	0.0	1.0	1.0
Awat2	5.0	10.0	3.0	3.0	17.0	2.0	4.0	0.0
Axdnd1	1.0	1.0	2.0	8.0	2.0	11.0	2.0	0.0
Axin1	1809.0	1217.0	1331.0	1279.0	318.0	419.0	1353.0	326.0
Axin2	6.0	5.0	3.0	6.0	0.0	0.0	1.0	0.0
Axl	71.0	92.0	55.0	75.0	8.0	23.0	137.0	30.0
Aym1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Azgp1	1.0	6.0	0.0	2.0	0.0	0.0	0.0	1.0
Azi2	2077.0	1867.0	1970.0	1715.0	683.0	934.0	1777.0	520.0
Azin1	5037.0	4465.0	4288.0	3652.0	1338.0	2139.0	3715.0	833.0
Azin2	7.0	8.0	5.0	10.0	6.0	1.0	7.0	1.0
